TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
VLID3;9,48;;-3,84;0,70;0,27;17,68;-5,64;-10,44;-7,11;-14,10;-6,99;0,69;0,40;3,64;-0,50;1,20;-18,20;-7,06;-4,81;0,39;0,61;0,68;3,44;;8.550.789,27;13,56;-2,47;0,01;778.027.268,76
VSPT3;0,00;;0,00;0,00;0,00;11,19;2,86;-4,23;0,00;-4,70;-4,70;-0,07;0,00;0,00;0,00;0,69;-2,21;-1,28;0,59;0,58;0,42;0,30;10,22;;;37,72;-0,83;0,00;0,00
VSPT4;0,00;;0,00;0,00;0,00;11,19;2,86;-4,23;0,00;-4,70;-4,70;-0,07;0,00;0,00;0,00;0,69;-2,21;-1,28;0,59;0,58;0,42;0,30;10,22;;;37,72;-0,83;0,00;0,00
VULC3;8,47;;65,89;1,82;1,22;29,53;3,08;2,68;57,35;61,40;4,05;0,13;1,77;2,70;-3,47;3,31;2,76;1,85;2,20;0,67;0,33;0,69;4,07;;4.645.156,13;4,65;0,13;-0,85;2.081.556.250,62
VVAR3;12,12;;19,28;3,24;0,59;32,75;5,60;3,47;11,96;15,73;3,78;1,02;0,67;25,78;-1,40;1,04;16,79;3,04;10,20;0,18;0,82;0,87;8,45;135,03;476.722.806,73;3,74;0,63;-0,11;19.327.984.622,10
WEGE3;32,17;0,96;50,67;11,27;6,38;31,65;16,94;14,15;42,32;41,66;-0,67;-0,18;7,17;19,65;-17,31;2,06;22,25;12,59;19,68;0,57;0,42;0,89;12,35;15,50;355.462.677,93;2,85;0,64;0,97;134.943.773.635,70
WEST3;8,26;;77,54;208,66;9,27;45,12;0,03;4,77;14.632,92;14.325,82;-307,10;-4,38;3,70;-47,65;-25,88;0,77;269,11;11,95;-101,70;0,04;0,96;2,51;;;5.911.160,70;0,04;0,11;0,00;907.240.874,82
WHRL3;7,14;3,43;15,06;5,56;1,51;20,20;10,57;7,69;10,97;9,82;-1,65;-0,83;1,16;14,59;-6,39;1,16;36,94;10,03;31,87;0,27;0,73;1,30;-0,28;19,66;115.162,43;1,28;0,47;-0,25;11.222.940.601,40
WHRL4;8,18;3,30;17,26;6,37;1,73;20,20;10,57;7,69;12,56;9,82;-1,65;-0,83;1,33;16,72;-7,32;1,16;36,94;10,03;31,87;0,27;0,73;1,30;-0,28;19,66;245.034,17;1,28;0,47;-0,29;11.222.940.601,40
WIZS3;10,90;5,59;8,95;5,86;1,82;76,38;40,46;24,25;5,36;4,57;-0,79;-0,86;2,17;-37,10;-2,89;0,88;65,42;20,34;72,59;0,31;0,69;0,84;17,16;14,87;37.400.423,10;1,86;1,22;-1,00;1.742.989.373,80
WLMM3;20,06;0,38;13,43;1,58;1,28;15,57;7,83;5,49;9,41;10,18;-1,65;-0,28;0,74;3,88;-2,24;4,44;11,77;9,55;11,61;0,81;0,19;1,74;14,81;69,04;20.017,68;12,69;1,49;1,45;917.602.013,70
WLMM4;29,49;0,28;19,74;2,32;1,89;15,57;7,83;5,49;13,84;10,18;-1,65;-0,28;1,08;5,70;-3,29;4,44;11,77;9,55;11,61;0,81;0,19;1,74;14,81;69,04;34.668,83;12,69;1,49;2,13;917.602.013,70
WSON33;50,98;9,34;21,30;1,64;0,68;52,66;24,63;8,99;7,77;12,20;4,43;0,93;1,91;12,82;-0,82;1,45;7,70;3,19;6,77;0,41;0,59;0,35;1,54;1,60;2.127.321,20;31,08;2,39;0,11;3.667.697.982,80
YDUQ3;31,73;1,48;99,89;3,06;1,06;54,72;9,25;2,55;27,52;36,56;9,04;1,01;2,54;6,79;-1,50;2,12;3,06;1,06;3,27;0,35;0,65;0,42;5,62;-25,93;73.730.918,67;10,37;0,32;-1,18;9.813.571.019,25
